query	subject	tmscore	seq_id	rmsd	aligned_length
I1ITY7	O82656	0.93807	0.488	1.92	260.0
A0A498HMH8	Q41348	0.75746	0.478	1.75	92.0
A0A199W557	Q9LXJ0	0.66293	0.886	2.53	105.0
Q9FM11	C1AZ61	0.59156	0.217	2.87	198.0
P54967	P54967	1.0	1.0	0.0	378.0
D7TXT2	Q0J954	0.94507	0.553	1.43	253.0
Q8VY16	Q8VY16	1.0	1.0	0.0	819.0
A0A0P0XTK9	Q9ZVC9	0.89461	0.324	2.31	376.0
Q9SK46	Q8GSJ6	0.41403	0.247	3.8	81.0
A0A0Q3R9V3	Q9LZD3	0.51955	0.143	5.84	308.0
A0A804IDM1	P50586	0.2515	0.147	5.43	265.0
Q0WX00	Q5R9J5	0.25565	0.324	4.29	139.0
Q9LE16	Q9LE16	1.0	1.0	0.0	315.0
Q9SEE9	Q9SEE9	1.0	1.0	0.0	414.0
Q9M073	P59082	0.85569	0.289	2.41	152.0
A0A498JGW4	Q6FKL0	0.23983	0.058	6.51	104.0
A0A443PAX6	Q84JZ6	0.82081	0.686	2.59	121.0
Q9FVR3	Q8W3F9	0.87153	0.654	3.14	893.0
A0A3Q7I7P1	Q9ZT94	0.70427	0.226	3.58	137.0
Q8LCU7	Q8LCU7	1.0	1.0	0.0	375.0
A0A2R6P2Q0	Q9C689	0.2181	0.309	3.97	55.0
Q9LZ76	Q9LZ76	1.0	1.0	0.0	304.0
A0A0R0F972	Q9M2I9	0.46544	0.119	3.79	151.0
A0A6I9U7N4	Q9ZSH7	0.51149	0.264	3.31	125.0
Q0JK62	Q7ZYV9	0.73629	0.482	1.73	110.0
F4JD14	F4JD14	1.0	1.0	0.0	1941.0
F4IB95	F4IB95	1.0	1.0	0.0	314.0
Q8H8M2	Q9FGY4	0.67116	0.163	3.08	325.0
O04450	O04450	1.0	1.0	0.0	535.0
K7MMW3	O80536	0.17781	0.164	7.59	128.0
Q0WPZ6	Q0WPZ6	1.0	1.0	0.0	874.0
A0A0P0YAJ6	nan				
Q8RXV2	Q6NQL6	0.32605	0.167	4.56	126.0
Q9LM78	Q8R491	0.1099	0.037	7.8	160.0
Q6K8N6	O04023	0.45368	0.228	2.76	145.0
A0A443PBK9	A2XDK8	0.76813	0.305	2.13	308.0
Q949Q5	Q949Q5	1.0	1.0	0.0	140.0
A0A0P0W594	Q9SJ04	0.6501	0.137	3.57	292.0
A0A0Q3RP65	Q7X7A4	0.8194	0.376	3.01	404.0
B6U9W9	Q9SHD0	0.18187	0.202	6.07	99.0
A0A804KW79	Q10RI7	0.91716	0.684	2.43	471.0
A0A7J7G1P3	Q6YW64	0.57052	0.298	3.94	121.0
D7T5I1	O04706	0.86964	0.327	2.7	339.0
P46875	P46875	1.0	1.0	0.0	754.0
Q56X46	Q56X46	1.0	1.0	0.0	673.0
Q67XW5	Q67XW5	1.0	1.0	0.0	631.0
A0A0R0JPK5	Q680C0	0.8318	0.475	1.63	99.0
U5D3Z4	Q680I5	0.97007	0.459	0.88	172.0
K7LKD4	P90648	0.19448	0.212	3.59	307.0
Q9M304	Q9M304	1.0	1.0	0.0	489.0
A0A2P5YIW4	Q9XEC1	0.57231	0.213	3.59	127.0
P56752	P56752	1.0	1.0	0.0	746.0
A0A2I0VE39	P0CT35	0.60756	0.286	3.41	248.0
Q9LS00	Q9LS00	1.0	1.0	0.0	357.0
A0A0R0LCK1	Q9FWS1	0.1811	0.353	8.52	337.0
Q9ZUM0	Q9ZUM0	1.0	1.0	0.0	669.0
B4FGA0	Q2QMT5	0.56776	0.424	3.68	245.0
Q8GW42	P13686	0.69629	0.172	3.89	244.0
A0A2R6Q0X0	Q9M9H3	0.54304	0.732	2.31	97.0
A0A199VV12	Q3UXZ9	0.57593	0.485	1.52	66.0
A0A804MXZ8	A0JPI9	0.82225	0.186	2.54	129.0
Q8L8C0	Q8L8C0	1.0	1.0	0.0	109.0
A0A7J7I3Y7	Q7PC87	0.96807	0.686	1.35	411.0
P92959	P92959	1.0	1.0	0.0	198.0
A0A0N7KDC2	nan				
A0A804R032	Q9LZM1	0.92496	0.683	1.44	167.0
A0A199V8V8	Q9FSF0	0.98245	0.872	0.54	117.0
A0A0P0Y792	B1ASB6	0.23152	0.113	6.96	248.0
A0A2I0WNA6	Q3T0Q8	0.31375	0.145	7.63	256.0
Q9LSK8	Q9LSK8	1.0	1.0	0.0	688.0
A0A804JUA8	Q1JPP8	0.31137	0.707	2.86	41.0
A0A1P8BG39	Q0D2E8	0.93175	0.301	2.12	511.0
F6I5T7	Q9LSF7	0.61354	0.289	2.17	159.0
A0A498J952	Q06077	0.90186	0.439	1.79	513.0
Q6DBN0	Q9HDW9	0.88072	0.358	1.93	243.0
K7N0B7	O07431	0.75285	0.197	2.89	127.0
K4CJL8	O75132	0.31435	0.051	5.95	157.0
Q0WQ99	C6DGZ0	0.61092	0.146	3.79	233.0
Q8VZ55	Q8VZ55	1.0	1.0	0.0	145.0
A0A0P0WS10	P25780	0.77132	0.195	2.36	128.0
W1Q100	Q9FND9	0.91315	0.47	1.96	383.0
I1H1B8	P0CZ09	0.55087	0.418	3.6	122.0
Q0WV86	Q09917	0.34917	0.124	5.41	450.0
Q9FMJ6	O22633	0.39931	0.756	2.51	41.0
D7TDS3	Q94AW5	0.76666	0.9	1.55	40.0
A3KPF8	A3KPF8	1.0	1.0	0.0	576.0
Q9LYG1	Q9LYG1	1.0	1.0	0.0	133.0
Q94A82	Q94A82	1.0	1.0	0.0	438.0
A0A2P5XAY6	Q9FZD1	0.74236	0.393	2.99	173.0
Q6K8K0	Q940E8	0.84324	0.81	1.56	532.0
Q8GZN1	Q8GZN1	1.0	1.0	0.0	704.0
A0A7J7GBL6	Q3EBM5	0.39465	0.344	4.02	305.0
A0A804UA05	Q5VQ78	0.88701	0.829	1.8	111.0
A0A7J7GAY1	Q2XSC4	0.61311	0.521	2.49	94.0
A0A498JZK1	Q9SWA6	0.81591	0.486	1.97	422.0
A0A2K2DB89	Q02080	0.38413	0.382	2.3	76.0
A0A3S3MPS8	Q9ASS4	0.8294	0.4	2.14	90.0
K7L2B8	A2Y007	0.69349	0.246	3.08	118.0
A0A2I0WB44	Q9LFS8	0.45179	0.705	3.22	244.0
A0A2K2DJE2	P08548	0.81669	0.186	2.42	183.0
Q9SIH0	Q9SIH0	1.0	1.0	0.0	150.0
A0A7J7HKB0	P10978	0.22992	0.071	7.93	241.0
Q9C8L2	Q9C8L2	1.0	1.0	0.0	287.0
A0A3S3NIH6	Q8GYH5	0.66158	0.232	2.95	185.0
Q8LBY9	Q1PFD8	0.5436	0.214	2.92	84.0
K7LAQ1	Q9FM89	0.80681	0.241	3.16	348.0
A0A3S3NPS0	Q41001	0.54563	0.595	2.78	121.0
A0A199VQK3	Q851R2	0.82414	0.597	2.71	692.0
Q9LIR4	Q9LIR4	1.0	1.0	0.0	608.0
Q84JN0	F4IDY7	0.71263	0.311	4.3	350.0
A0A0Q3F6U4	Q94JL3	0.26866	0.441	4.97	136.0
I1JF95	F4I8R6	0.3562	0.425	4.91	106.0
A0A3Q7IDC0	Q0JKZ0	0.84123	0.244	3.26	238.0
A0A0R0IYK3	Q9FUL4	0.81484	0.8	2.21	110.0
A0A804QVU9	P60193	0.41584	0.753	2.32	77.0
A0A2R6R2F7	Q9FLF7	0.76618	0.877	1.0	81.0
K7N193	P36181	0.78395	0.837	1.54	92.0
A0A199UR25	Q8S8P9	0.50439	0.676	3.29	170.0
Q9LVX0	Q9LVX0	1.0	1.0	0.0	537.0
Q9ZUR7	Q9ZUR7	1.0	1.0	0.0	468.0
A0A0N7KS49	nan				
Q0IZR9	Q501B2	0.27483	0.04	4.18	100.0
O22773	O22773	1.0	1.0	0.0	216.0
Q9LIH7	Q9LIH7	1.0	1.0	0.0	345.0
A0A804LJQ2	Q9H8M2	0.22633	0.2	4.99	145.0
A0A2I0WK90	Q75LR7	0.17566	0.524	4.22	164.0
O22785	O22785	1.0	1.0	0.0	525.0
Q7XDT3	Q9Z3A1	0.35985	0.042	5.81	119.0
Q93ZW3	Q557M8	0.38916	0.239	4.75	234.0
O48639	O48639	1.0	1.0	0.0	521.0
I1NED8	Q9CAF4	0.15555	0.079	10.05	318.0
A0A7J7IB35	O82179	0.38371	0.488	3.33	127.0
P82869	P82869	1.0	1.0	0.0	466.0
A0A2P5X5T9	Q9SZ66	0.65671	0.282	4.77	868.0
A0A804NJA2	Q8L3X8	0.3801	0.667	2.98	114.0
Q9C5I0	Q5XJR6	0.8743	0.371	1.78	151.0
Q9ZNX9	Q9ZNX9	1.0	1.0	0.0	517.0
A0A804J8Y9	O48724	0.29845	0.109	7.19	302.0
A0A804IC82	Q31QE7	0.43614	0.375	1.5	80.0
Q8RXE9	Q8RXE9	1.0	1.0	0.0	408.0
A0A804LUA0	Q8RY81	0.92201	0.682	2.02	330.0
Q8VYB1	Q8VYB1	1.0	1.0	0.0	196.0
Q9FI86	Q5RK09	0.41875	0.318	4.86	170.0
P94109	P23444	0.48935	0.452	3.9	115.0
A0A804M516	P28551	0.96139	0.891	0.83	110.0
Q9LTV3	Q9LTV3	1.0	1.0	0.0	132.0
A0A2P5WI70	Q43472	0.54622	0.206	3.19	102.0
Q9FKH1	Q9FKH1	1.0	1.0	0.0	446.0
A0A178V266	Q5JN42	0.40434	0.219	4.06	105.0
Q94BZ6	D3DFG8	0.46806	0.234	1.95	201.0
O48528	O48528	1.0	1.0	0.0	159.0
Q8GXD6	Q8GXD6	1.0	1.0	0.0	558.0
Q9FXD1	O76094	0.62164	0.256	5.15	512.0
Q9SHB0	Q3SZV6	0.2653	0.204	3.48	113.0
F4JG10	F4JG10	1.0	1.0	0.0	752.0
Q9FIG0	Q9USX9	0.91939	0.432	1.41	95.0
Q84JC0	Q84JC0	1.0	1.0	0.0	287.0
Q9M8T7	Q9M8T7	1.0	1.0	0.0	246.0
Q9FFT6	Q94JV4	0.88546	0.73	1.51	111.0
A0A3Q7GVU8	O23160	0.85773	0.58	1.57	81.0
A0A498HFD6	Q8LD98	0.68339	0.22	3.49	209.0
Q9LT22	F6S215	0.46468	0.167	6.87	676.0
A0A2P5W0S8	Q7Y0F2	0.35359	0.047	6.67	213.0
A0A2R6RE97	O75132	0.75965	0.171	3.59	339.0
A0A498I953	Q54KN2	0.69777	0.22	3.35	141.0
Q8W1E3	Q8W1E3	1.0	1.0	0.0	298.0
Q9LK47	P46228	0.41318	0.323	3.14	186.0
Q39032	Q39032	1.0	1.0	0.0	561.0
A0A3Q7JCR0	Q84TH6	0.54884	0.358	2.15	123.0
F4K964	Q8S8S7	0.54543	0.416	5.6	538.0
Q8W1S1	Q8W1S1	1.0	1.0	0.0	473.0
Q8W1X2	Q8W1X2	1.0	1.0	0.0	309.0
A0A3S3M3G7	Q7XBQ9	0.67754	0.364	4.55	634.0
P38558	P38558	1.0	1.0	0.0	474.0
Q9C9U1	Q9C9U1	1.0	1.0	0.0	476.0
Q9FYA3	Q54G07	0.90397	0.339	1.26	174.0
F4I2G3	Q47319	0.48601	0.205	3.56	215.0
W1NR87	Q56S59	0.66374	0.241	2.32	112.0
A0A498JUC3	P15268	0.44303	0.156	4.12	128.0
A0A2R6NKZ3	Q25AG3	0.82378	0.29	3.38	410.0
O82232	O82232	1.0	1.0	0.0	75.0
I1JW34	Q9FY48	0.53642	0.652	3.77	555.0
W1Q0T2	Q40374	0.94325	0.562	0.65	121.0
Q9LZD0	Q9LZD0	1.0	1.0	0.0	599.0
F6GSQ6	Q6CAD2	0.7839	0.25	3.83	925.0
Q8RWP0	D4GP29	0.86006	0.186	2.52	334.0
Q2QNF2	Q2QNC3	0.66946	0.667	2.63	75.0
A0A3Q7FLQ5	Q94A79	0.95537	0.584	1.01	161.0
Q9FH77	Q9FH77	1.0	1.0	0.0	571.0
A0A1P8AP43	Q3EDF8	0.46902	0.236	5.39	470.0
Q9ASY2	P19706	0.77527	0.256	1.95	176.0
Q0E352	F4JSZ5	0.89191	0.422	2.45	230.0
A0A7J7GBG5	Q14527	0.5775	0.245	5.0	241.0
A0A7J7HF01	Q9C955	0.73128	0.548	2.2	104.0
A0A443PR53	Q9C6A6	0.65896	0.242	2.73	95.0
O04630	O04630	1.0	1.0	0.0	709.0
A0A2I0VTF5	Q9FIB4	0.46581	0.645	2.98	110.0
Q84WW1	Q84WW1	1.0	1.0	0.0	422.0
W1PT48	Q9FQ03	0.92431	0.853	0.92	68.0
A0A0Q3F7Q4	Q9M0U9	0.72921	0.378	1.6	98.0
A0A2P5XNS4	P42764	0.83617	0.239	1.86	138.0
Q9SU56	Q9SU56	1.0	1.0	0.0	610.0
A0A2R6PDV0	P83618	0.81752	0.251	1.94	195.0
A0A804J4P2	E5RQA1	0.28314	0.5	4.34	88.0
A0A7J7GUP5	Q9FKV8	0.38574	0.442	4.35	77.0
A0A804JFW5	Q6K5K2	0.31224	0.335	5.02	245.0
P0C883	P0C883	1.0	1.0	0.0	694.0
Q9CA90	Q9CA90	1.0	1.0	0.0	313.0
I1K6H4	Q9FN67	0.93009	0.64	1.62	439.0
Q9ZR13	Q6BPI5	0.3608	0.259	3.21	85.0
Q0WL81	Q0WL81	1.0	1.0	0.0	1104.0
U5CRS7	Q9M0U9	0.73857	0.205	3.09	234.0
F4JHW4	Q3LGD4	0.35175	0.083	5.37	242.0
U5CX59	H9BZ66	0.96697	0.682	0.93	173.0
A0A199VJ60	Q9M0B9	0.54482	0.296	2.81	98.0
F6I2F1	Q7FAZ2	0.85057	0.507	1.35	73.0
A0A498ILS2	P73068	0.15923	0.33	4.14	106.0
F4I4P8	F4I4P8	1.0	1.0	0.0	205.0
A0A3Q7GAI4	Q5NRN4	0.89513	0.932	1.93	176.0
A0A0Q3LLP9	Q9FN37	0.74762	0.299	3.48	154.0
A0A7J7FPB3	Q9FJ95	0.84955	0.809	1.24	110.0
A0A3Q7FEH1	Q9LW26	0.96659	0.584	1.25	322.0
Q6ATS1	O14079	0.23103	0.12	5.72	251.0
A0A498IUA7	P83326	0.90603	0.27	1.76	148.0
A0A0P0XB32	Q9Y2I1	0.38221	0.073	5.55	193.0
O24629	O24629	1.0	1.0	0.0	502.0
K7VPC5	Q9C707	0.36556	0.513	4.85	156.0
P35614	P35614	1.0	1.0	0.0	435.0
Q56W16	Q3SSW1	0.43245	0.402	1.94	122.0
F4IJE1	Q6PHS6	0.39666	0.19	5.23	458.0
A0A498JNJ7	Q40359	0.50609	0.636	3.04	55.0
A0A804K6Z0	O49603	0.81776	0.179	2.43	162.0
Q9LIA7	Q9SAI1	0.50761	0.45	4.88	229.0
Q84W56	Q84W56	1.0	1.0	0.0	911.0
Q6ESZ4	Q9FKT1	0.51766	0.414	2.42	87.0
A0A7J7I982	P18616	0.92814	0.786	1.54	182.0
A0A804N8E6	Q9SX45	0.77543	0.227	2.07	154.0
Q9FIP4	P15369	0.46888	0.081	3.79	198.0
A0A3Q7ISN5	Q8LCG7	0.7559	0.345	2.09	87.0
Q0JD76	Q3ECY6	0.75727	0.302	3.39	537.0
A0A498IHQ6	O22216	0.38861	0.878	1.21	450.0
Q9M2G7	Q9M2G7	1.0	1.0	0.0	416.0
Q8H0S9	Q8H0S9	1.0	1.0	0.0	883.0
A0A2P5X662	P29060	0.97005	0.674	0.91	282.0
Q9FR37	Q9FR37	1.0	1.0	0.0	425.0
Q9FH61	Q9FH61	1.0	1.0	0.0	449.0
A0A2K2DCN5	Q39214	0.56074	0.229	3.7	497.0
F4IQL7	F4IQL7	1.0	1.0	0.0	375.0
Q5HZ54	Q9EPK5	0.27456	0.231	4.59	78.0
A0A0P0X8U0	Q9LF24	0.24388	0.225	7.58	320.0
O82637	O82637	1.0	1.0	0.0	326.0
Q8L7M0	Q8L7M0	1.0	1.0	0.0	465.0
A0A0Q3NY79	Q9LM92	0.52163	0.439	3.5	82.0
I1N9S5	Q941D5	0.83621	0.79	2.74	200.0
K7M737	Q38956	0.95178	0.597	1.02	129.0
O80575	O80575	1.0	1.0	0.0	227.0
A0A3Q7JWC0	Q9HSF6	0.57261	0.181	1.43	116.0
A0A804I8F5	G4N2B2	0.38962	0.198	3.47	96.0
O48915	O48915	1.0	1.0	0.0	219.0
A0A2P5Y0X0	Q8LF21	0.77802	0.594	2.36	96.0
C8KI33	C8KI33	1.0	1.0	0.0	646.0
Q682P6	Q5XGR8	0.47808	0.246	2.77	272.0
A0A7J7H0S6	Q65XV2	0.87171	0.655	2.14	203.0
Q9LJJ9	Q9LH82	0.60254	0.646	3.29	181.0
Q9SKQ4	Q9SKQ4	1.0	1.0	0.0	597.0
F4JJY4	F4KGE8	0.40505	0.321	3.29	131.0
A0A804PIJ1	Q9ASU8	0.71841	0.596	1.87	114.0
F6GZD7	Q9FUY2	0.88107	0.473	1.99	169.0
A0A199VLK4	Q84MB5	0.72328	0.629	3.38	140.0
A0A498KNL3	Q40287	0.90478	0.526	1.4	116.0
A0A804QSU8	Q94F30	0.68081	0.134	3.07	231.0
Q9SMU4	Q9SMU4	1.0	1.0	0.0	416.0
I1NIX5	Q0WV37	0.21801	0.433	6.26	157.0
Q94BY2	Q3T100	0.91582	0.388	1.22	139.0
A0A3Q7I1U8	Q94HW2	0.34627	0.19	5.25	116.0
A0A498IJ73	O81832	0.50293	0.469	3.1	64.0
Q9LZ03	Q9LZ03	1.0	1.0	0.0	427.0
A0A2P5XJI2	B9FAF3	0.41072	0.217	5.51	249.0
A0A3Q7F9F5	P28639	0.39784	0.318	5.37	110.0
A0A3Q7J9H9	Q0WPQ2	0.55666	0.264	4.16	140.0
Q9ZWT1	Q9ZWT1	1.0	1.0	0.0	374.0
A0A2I0VX26	O49687	0.87014	0.524	0.75	84.0
A0A0R0GJQ0	Q9LES3	0.31467	0.37	4.98	119.0
A0A6I9ULX0	Q91ZK4	0.15483	0.129	6.41	101.0
Q9FVW4	Q9FVW4	1.0	1.0	0.0	482.0
A0A3Q7GNE3	Q8W1E0	0.86251	0.273	2.6	297.0
Q94CD5	Q94CD5	1.0	1.0	0.0	697.0
A0A7J7IA34	Q8S8Q6	0.77965	0.292	3.3	253.0
A0A2R6QWZ6	Q86TG7	0.5062	0.094	3.79	191.0
Q9SD76	Q9SD76	1.0	1.0	0.0	841.0
Q9FJ93	Q9FJ93	1.0	1.0	0.0	224.0
A0A498JWK1	Q9FI14	0.78718	0.278	3.29	547.0
A0A2P5YQM5	Q59ZC8	0.14164	0.107	9.95	252.0
Q9M9P3	Q9M9P3	1.0	1.0	0.0	469.0
O82390	O82390	1.0	1.0	0.0	512.0
B6SUS2	Q9M8M6	0.2605	0.314	3.94	102.0
Q9C8W3	Q9C8W3	1.0	1.0	0.0	401.0
Q9SY07	Q9SY07	1.0	1.0	0.0	532.0
A0A2R6RSJ4	Q9ZPE4	0.79956	0.367	2.59	259.0
Q9C564	A1XWY7	0.93926	0.339	1.81	437.0
Q9FKI4	Q9FKI4	1.0	1.0	0.0	192.0
Q5NB88	Q9SN26	0.49997	0.192	3.1	120.0
A0A443Q1A4	Q75KW7	0.41087	0.512	1.4	123.0
A0A199UMZ5	Q9FMP8	0.73834	0.68	3.16	250.0
F4K0C4	F4K0C4	1.0	1.0	0.0	1259.0
A0A0N7KT00	P83304	0.20245	0.305	3.11	154.0
Q9LZV4	Q9LZV4	1.0	1.0	0.0	495.0
A0A2I0W0Q4	Q9SJR0	0.51616	0.561	1.5	66.0
A0A0P0XI97	Q9FG33	0.49744	0.348	2.27	178.0
A0A7J7FRT9	Q9SYK9	0.91261	0.528	1.09	125.0
K7LLL6	Q9SD53	0.75122	0.213	4.16	417.0
K7KWX8	Q8C854	0.37431	0.128	3.96	86.0
Q8VY22	Q8VY22	1.0	1.0	0.0	380.0
A0A498IPA5	Q9SV82	0.79352	0.285	3.19	390.0
Q8VYR9	Q8VYR9	1.0	1.0	0.0	568.0
Q9SKZ7	O31633	0.78306	0.317	2.16	161.0
A0A199UMD1	Q0J6H8	0.95036	0.798	0.94	89.0
B3H4Y0	Q0INM3	0.69669	0.24	3.41	146.0
Q710E8	Q710E8	1.0	1.0	0.0	809.0
Q949Z2	Q1RMW2	0.71962	0.44	2.17	318.0
A0A2R6P728	Q9FNJ5	0.81148	0.312	3.43	436.0
Q94AR8	Q94AR8	1.0	1.0	0.0	509.0
A0A2R6RJF8	O65454	0.66403	0.206	4.14	330.0
A0A3S4P6Z2	P15710	0.73833	0.222	3.86	477.0
Q9FY84	Q9FY84	1.0	1.0	0.0	146.0
A0A199V4I3	Q9C2D4	0.9146	0.449	0.99	69.0
F4JA39	P19424	0.30415	0.176	5.19	210.0
Q3E9C8	P0DO21	0.87028	0.355	2.78	375.0
Q9T029	Q9T029	1.0	1.0	0.0	108.0
Q56X72	Q56X72	1.0	1.0	0.0	487.0
A0A3Q7HMU3	Q85FR6	0.88266	0.565	2.35	313.0
Q6Z7C7	Q9FLS0	0.51759	0.127	4.29	307.0
O82290	O82290	1.0	1.0	0.0	387.0
A0A2I0WZ79	Q9SZL4	0.62515	0.435	2.97	62.0
A0A199VUX2	B8BKI7	0.97288	0.78	0.85	246.0
A0A0N7KF12	Q9SD53	0.82312	0.273	3.39	411.0
O64903	O64903	1.0	1.0	0.0	231.0
Q9SRM5	Q9SRM5	1.0	1.0	0.0	256.0
Q8RWV8	Q8RWV8	1.0	1.0	0.0	442.0
A0A0N7KNC0	F4JKH6	0.65353	0.475	3.46	244.0
A0A804LHI5	Q2QYW2	0.8672	0.86	2.23	207.0
F4JHA2	Q54089	0.55541	0.362	2.99	522.0
O82353	O82353	1.0	1.0	0.0	214.0
Q9SCS9	Q9SCS9	1.0	1.0	0.0	189.0
Q9STI8	Q6PC62	0.67737	0.448	1.87	277.0
A0A0R0KYF6	A8KYS5	0.95768	0.409	1.1	303.0
A0A498IBD6	O22229	0.46856	0.733	2.91	116.0
O64490	P81795	0.98726	0.705	1.03	464.0
A0A7J7FWS5	Q9SY60	0.61431	0.594	1.77	229.0
A0A0Q3GAK6	Q5ZLN5	0.3112	0.054	5.91	130.0
O81014	O81014	1.0	1.0	0.0	383.0
A0A3Q7H401	Q9FIL1	0.26686	0.684	3.54	345.0
K7KPF4	Q8H116	0.95914	0.787	1.14	94.0
A0A804QNP5	Q8H118	0.90649	0.821	1.57	140.0
A0A7J7H5L3	P21226	0.85744	0.644	1.64	59.0
F4HW51	F4HW51	1.0	1.0	0.0	1479.0
Q8W4I5	Q8W4I5	1.0	1.0	0.0	159.0
K7MTC1	Q9AXJ4	0.77571	0.784	1.95	74.0
Q9LZ83	Q9MA55	0.76305	0.39	4.0	461.0
A0A2R6QBW9	Q9NR77	0.56117	0.245	3.14	155.0
Q9SJQ4	Q3TP92	0.61163	0.225	2.41	169.0
O04499	O04499	1.0	1.0	0.0	557.0
F4I1A6	F4I1A6	1.0	1.0	0.0	320.0
D7TF34	Q9FR62	0.59787	0.479	2.95	94.0
Q9FLT5	Q9FLT5	1.0	1.0	0.0	950.0
A0A3S3MHK9	Q9FFF1	0.44873	0.15	5.82	273.0
Q84WV4	Q5R9P3	0.69384	0.214	4.09	686.0
A0A804PZP3	Q9EQE1	0.63365	0.284	2.96	102.0
A0A6I9T6X8	Q7XJK8	0.66042	0.27	2.79	159.0
Q9SS81	Q9SS81	1.0	1.0	0.0	687.0
A0A2I0VMK5	Q9FHP1	0.78181	0.355	3.05	358.0
F4JKK0	F4JKK0	1.0	1.0	0.0	1108.0
W1PAL4	Q8RY46	0.9847	0.711	1.04	550.0
A0A2I0XDE5	Q9M363	0.74937	0.451	3.81	215.0
Q9SKX4	Q9SKX4	1.0	1.0	0.0	271.0
I1KHR7	O49687	0.33521	0.318	4.24	179.0
A0A498K5C9	Q9FFG8	0.86512	0.574	1.22	108.0
Q5BPL5	Q5BPL5	1.0	1.0	0.0	320.0
A0A3Q7H364	Q9LHE3	0.89161	0.286	2.14	413.0
Q8W4J8	Q8W4J8	1.0	1.0	0.0	267.0
Q94CI6	Q94CI6	1.0	1.0	0.0	478.0
Q84VX3	Q84VX3	1.0	1.0	0.0	626.0
A0A7J7HMY2	Q9XF67	0.96864	0.861	1.08	187.0
I1KF26	Q8LPS2	0.56565	0.254	4.28	401.0
Q8GYI6	Q9USP5	0.73296	0.495	2.84	305.0
Q0DC38	Q9SAF5	0.88542	0.625	1.51	291.0
A0A1P8AWD6	P40468	0.26042	0.082	8.1	268.0
Q9C8T1	Q3JCI7	0.83736	0.355	1.66	203.0
Q93VP4	Q99PM3	0.35117	0.319	4.66	163.0
Q84WK0	Q84WK0	1.0	1.0	0.0	352.0
Q6Z4F7	Q5G8Z3	0.37626	0.622	1.46	45.0
F4I3J0	P0ABU4	0.83783	0.543	1.45	363.0
A0A2I0WEE9	Q01740	0.90896	0.379	1.01	87.0
Q9SL80	Q8RX56	0.65741	0.24	7.1	861.0
A0A0P0WKC3	Q91187	0.43816	0.086	4.8	406.0
Q949Y5	Q949Y5	1.0	1.0	0.0	548.0
Q56X52	Q56X52	1.0	1.0	0.0	351.0
A0A199UUR2	Q2PE60	0.43429	0.402	2.63	82.0
A0A3S3MX78	Q6R2J8	0.6861	0.385	3.66	205.0
Q9M354	Q9M354	1.0	1.0	0.0	459.0
A0A2I0WDU6	Q9ZVC9	0.67687	0.293	3.78	519.0
A0A804KRF9	Q9SCZ4	0.92393	0.806	1.43	124.0
Q9LJK3	Q9LJK3	1.0	1.0	0.0	296.0
K7MN48	Q5SPX3	0.48798	0.351	1.65	57.0
K7U4A7	Q6VAA5	0.90746	0.442	1.96	452.0
Q5BPV4	Q32PP1	0.44005	0.197	5.2	173.0
Q9SCM3	Q9SCM3	1.0	1.0	0.0	276.0
A0A498I2B1	Q6DST1	0.27896	0.235	2.13	183.0
Q9XES8	Q9LE44	0.34433	0.542	3.95	48.0
Q84M96	Q84M96	1.0	1.0	0.0	346.0
A0A804LPL8	P34123	0.57127	0.405	3.29	158.0
A0A498K7F1	Q8H1G3	0.60307	0.637	3.39	135.0
A0A199VC17	Q3UMU9	0.15329	0.075	8.43	159.0
A0A2I0WUQ6	P12258	0.71271	0.147	3.88	375.0
K7LXM7	Q9LF24	0.29099	0.257	8.04	401.0
Q9FFJ9	Q8S9H7	0.40366	0.506	4.93	164.0
Q9XIN3	Q9SRN0	0.71812	0.214	2.62	196.0
F4KDA5	F4KDA5	1.0	1.0	0.0	706.0
K7K8W8	Q41141	0.95495	0.888	0.91	107.0
A0A804LTC5	F4JRE0	0.82502	0.661	2.13	168.0
A0A3Q7I761	Q38796	0.21006	0.348	7.19	305.0
K7KI94	Q9SLL2	0.27431	0.172	7.17	186.0
Q9FNQ9	Q8RX28	0.88633	0.737	2.21	236.0
A0A199VNX3	O23523	0.1675	0.19	6.56	100.0
Q8LGU1	Q8LGU1	1.0	1.0	0.0	1464.0
I1MD92	Q0V8S0	0.25848	0.067	6.75	179.0
A0A7J7G853	Q94CE3	0.69885	0.506	2.92	174.0
A0A0N7KHZ2	Q9FZK1	0.44089	0.115	4.39	122.0
A0A7J7GSZ3	Q9SKT7	0.81338	0.688	2.83	205.0
A0A3Q7GSV3	I1JIC4	0.47984	0.465	3.95	86.0
Q9FLJ8	Q9FLJ8	1.0	1.0	0.0	842.0
Q940B8	Q940B8	1.0	1.0	0.0	794.0
Q6ATI4	Q94A64	0.57704	0.157	3.89	305.0
O04147	O04147	1.0	1.0	0.0	181.0
A0A199UYT0	Q56YU0	0.94379	0.55	1.48	129.0
A0A0P0W3Z7	Q9LU90	0.47627	0.108	4.95	279.0
O48583	Q6P5E8	0.31408	0.086	8.04	292.0
Q94KK7	Q94KK7	1.0	1.0	0.0	233.0
A0A0P0V0X5	Q94A64	0.75242	0.181	3.34	260.0
Q9FFF4	Q9FFF4	1.0	1.0	0.0	477.0
A0A1P8ASU7	A7WLI0	0.31579	0.202	2.3	89.0
